,User_id,Registration number,rating
232425,0,9400,4.4
76150,0,3078,2.7
232350,0,9397,3.3000000000000003
14925,0,604,4.1000000000000005
171100,0,6918,1.2000000000000002
51100,0,2059,2.8000000000000003
14900,0,603,1.2000000000000002
196175,0,7939,0.0
137425,0,5559,1.7000000000000002
76100,0,3076,2.9000000000000004
232525,0,9404,4.5
109925,0,4446,0.9
137350,0,5556,1.5
51250,0,2065,3.1
171225,0,6923,3.8
76050,0,3074,0.9
171200,0,6922,4.7
137400,0,5558,1.8
14825,0,600,2.6
232475,0,9402,4.5
232325,0,9396,3.0
137625,0,5567,1.7000000000000002
196275,0,7943,3.8
170975,0,6913,3.9
109625,0,4434,2.0
196300,0,7944,2.2
232175,0,9390,4.6000000000000005
15100,0,611,2.8000000000000003
137675,0,5569,0.3
50950,0,2053,2.4000000000000004
196325,0,7945,1.2000000000000002
15125,0,612,0.2
170925,0,6911,0.0
50925,0,2052,2.5
170950,0,6912,3.7
76275,0,3083,3.6
76200,0,3080,1.1
51075,0,2058,3.2
14975,0,606,0.8
109725,0,4438,1.2000000000000002
137550,0,5564,3.8
171050,0,6916,1.7000000000000002
76225,0,3081,0.9
232275,0,9394,3.3000000000000003
15050,0,609,2.9000000000000004
196225,0,7941,2.0
109700,0,4437,2.9000000000000004
76250,0,3082,3.9
51025,0,2056,1.2000000000000002
196250,0,7942,2.9000000000000004
137600,0,5566,1.5
15150,0,613,4.5
51275,0,2066,3.8
75775,0,3063,1.8
110225,0,4458,2.6
232825,0,9416,1.9
14450,0,585,1.1
110200,0,4457,0.6000000000000001
171500,0,6934,0.0
195775,0,7923,0.3
110175,0,4456,1.9
232775,0,9414,4.3
14500,0,587,2.8000000000000003
75825,0,3065,2.7
195800,0,7924,3.1
110150,0,4455,3.0
171425,0,6931,1.6
195725,0,7921,1.9
136950,0,5540,1.4
195650,0,7918,3.8
75700,0,3060,4.1000000000000005
110300,0,4461,2.4000000000000004
51600,0,2079,0.6000000000000001
195675,0,7919,4.4
51550,0,2077,4.6000000000000005
75725,0,3061,4.1000000000000005
110275,0,4460,0.2
137000,0,5542,1.3
51575,0,2078,0.5
232875,0,9418,1.5
14400,0,583,0.9
110250,0,4459,3.2
137025,0,5543,2.9000000000000004
171550,0,6936,4.7
51450,0,2073,0.8
75950,0,3070,3.9
232625,0,9408,3.4000000000000004
14650,0,593,2.8000000000000003
137250,0,5552,0.7000000000000001
195925,0,7929,2.3000000000000003
232600,0,9407,4.3
14675,0,594,3.9
171300,0,6926,4.5
171325,0,6927,3.1
195950,0,7930,3.3000000000000003
232575,0,9406,0.7000000000000001
14700,0,595,1.6
171275,0,6925,2.3000000000000003
109975,0,4448,3.0
51300,0,2067,2.7
195975,0,7931,4.2
232550,0,9405,2.9000000000000004
171250,0,6924,5.0
137225,0,5551,3.8
232725,0,9412,1.0
14550,0,589,1.1
110125,0,4454,1.2000000000000002
75875,0,3067,1.7000000000000002
51425,0,2072,0.7000000000000001
232700,0,9411,3.1
110075,0,4452,4.4
137200,0,5550,1.2000000000000002
171350,0,6928,3.4000000000000004
232650,0,9409,1.7000000000000002
51375,0,2070,1.4
140025,0,5663,4.9
196350,0,7946,3.3000000000000003
109550,0,4431,3.0
138200,0,5590,1.9
15700,0,635,1.0
170475,0,6893,0.5
109050,0,4411,1.7000000000000002
138225,0,5591,2.8000000000000003
50425,0,2032,3.6
196850,0,7966,3.8
231550,0,9365,0.3
109025,0,4410,3.6
138250,0,5592,0.6000000000000001
231525,0,9364,0.5
196875,0,7967,5.0
170425,0,6891,4.6000000000000005
76850,0,3107,3.5
170450,0,6892,0.2
15775,0,638,1.7000000000000002
76775,0,3104,1.8
138100,0,5586,3.5
170575,0,6897,1.2000000000000002
76700,0,3101,3.0
196750,0,7962,3.0
138125,0,5587,0.0
170550,0,6896,2.1
76725,0,3102,3.0
231650,0,9369,5.0
109125,0,4414,2.3000000000000003
138150,0,5588,0.1
76750,0,3103,4.1000000000000005
231625,0,9368,2.7
15650,0,633,0.6000000000000001
196800,0,7964,4.6000000000000005
196725,0,7961,2.2
50375,0,2030,3.2
138400,0,5598,0.6000000000000001
50275,0,2026,1.1
197000,0,7972,4.4
15900,0,643,0.9
170300,0,6886,1.2000000000000002
76975,0,3112,4.2
197025,0,7973,1.1
15925,0,644,3.6
138425,0,5599,0.1
50225,0,2024,4.0
15950,0,645,0.8
197050,0,7974,4.0
108825,0,4402,1.6
231300,0,9355,2.9000000000000004
15975,0,646,4.2
197075,0,7975,1.5
170275,0,6885,4.1000000000000005
170400,0,6890,3.3000000000000003
76875,0,3108,1.7000000000000002
15800,0,639,5.0
50350,0,2029,0.1
196925,0,7969,4.6000000000000005
138325,0,5595,2.0
196950,0,7970,3.6
138350,0,5596,1.7000000000000002
15850,0,641,4.3
76925,0,3110,3.1
108900,0,4405,4.5
138375,0,5597,3.1
76350,0,3086,3.6
137825,0,5575,1.0
50800,0,2047,2.4000000000000004
196475,0,7951,1.6
15300,0,619,1.0
76475,0,3092,4.6000000000000005
170825,0,6907,3.4000000000000004
137850,0,5576,2.6
170775,0,6905,0.5
76500,0,3093,3.0
50750,0,2045,1.8
231925,0,9380,0.0
137725,0,5571,3.5
232100,0,9387,0.6000000000000001
15175,0,614,3.0
76375,0,3087,0.1
196400,0,7948,1.6
232050,0,9385,0.5
15225,0,616,0.5
50850,0,2049,2.7
137775,0,5573,3.6
196425,0,7949,2.9000000000000004
170850,0,6908,3.9
76425,0,3090,3.8
232025,0,9384,0.7000000000000001
109475,0,4428,0.2
231900,0,9379,4.800000000000001
15475,0,626,1.2000000000000002
170650,0,6900,5.0
76625,0,3098,2.1
138025,0,5583,0.7000000000000001
50625,0,2040,4.9
76650,0,3099,3.4000000000000004
109225,0,4418,0.3
231800,0,9375,0.7000000000000001
138050,0,5584,1.8
231750,0,9373,3.4000000000000004
15525,0,628,3.0
170600,0,6898,3.7
109200,0,4417,2.3000000000000003
196700,0,7960,2.0
76525,0,3094,1.3
196625,0,7957,1.0
109275,0,4420,0.2
196550,0,7954,1.0
137925,0,5579,2.8000000000000003
170725,0,6903,0.6000000000000001
76550,0,3095,2.6
109325,0,4422,4.9
138000,0,5582,2.6
76575,0,3096,1.2000000000000002
15425,0,624,0.0
196600,0,7956,4.7
109300,0,4421,3.3000000000000003
137975,0,5581,1.4
15450,0,625,0.8
170675,0,6901,3.6
76600,0,3097,4.3
170700,0,6902,2.1
198525,0,8033,1.3
80150,0,3241,2.5
19850,0,802,1.0
80175,0,3242,0.8
227400,0,9198,1.6
19875,0,803,0.1
105175,0,4255,3.5
46800,0,1886,2.2
200475,0,8111,3.1
19900,0,804,3.3000000000000003
105150,0,4254,4.1000000000000005
46775,0,1885,4.6000000000000005
200500,0,8112,3.4000000000000004
19925,0,805,2.6
142100,0,5750,0.3
167050,0,6756,3.9
105225,0,4257,0.6000000000000001
46850,0,1888,3.4000000000000004
200350,0,8106,1.9
141975,0,5745,5.0
80075,0,3238,3.1
105275,0,4259,2.9000000000000004
46900,0,1890,3.4000000000000004
200375,0,8107,3.9
80100,0,3239,0.4
227475,0,9201,0.7000000000000001
19800,0,800,0.2
200400,0,8108,3.7
142025,0,5747,2.4000000000000004
167150,0,6760,0.2
80125,0,3240,2.6
227450,0,9200,0.3
19825,0,801,3.8
80050,0,3237,0.4
80225,0,3244,2.4000000000000004
142150,0,5752,2.9000000000000004
227225,0,9191,1.5
20050,0,810,2.0
105000,0,4248,2.9000000000000004
80325,0,3248,1.0
227200,0,9190,0.2
20075,0,811,2.6
200650,0,8118,0.0
166925,0,6751,4.3
46600,0,1878,1.5
104950,0,4246,0.2
227150,0,9188,2.6
166975,0,6753,3.0
46750,0,1884,2.4000000000000004
167025,0,6755,2.1
227300,0,9194,1.3
20000,0,808,1.4
200575,0,8115,1.9
80275,0,3246,4.2
105050,0,4250,3.5
227250,0,9192,3.6
167225,0,6763,5.0
227550,0,9204,3.8
47200,0,1902,1.0
79825,0,3228,0.6000000000000001
227825,0,9215,1.8
105575,0,4271,2.6
141700,0,5733,2.3000000000000003
47175,0,1901,1.2000000000000002
200100,0,8096,2.6
227850,0,9216,0.6000000000000001
227800,0,9214,0.6000000000000001
19475,0,787,1.0
141725,0,5734,2.4000000000000004
200125,0,8097,4.3
227775,0,9213,3.7
79875,0,3230,0.7000000000000001
105525,0,4269,3.5
141750,0,5735,0.5
105600,0,4272,0.9
167550,0,6776,4.6000000000000005
47275,0,1905,1.5
227925,0,9219,1.3
19350,0,782,4.0
167525,0,6775,0.3
79750,0,3225,4.7
79800,0,3227,1.0
47250,0,1904,4.7
200025,0,8093,0.8
19375,0,783,4.6000000000000005
167500,0,6774,2.8000000000000003
79775,0,3226,2.7
105625,0,4273,2.5
47225,0,1903,3.5
19400,0,784,4.800000000000001
19725,0,797,2.1
79975,0,3234,3.3000000000000003
141875,0,5740,4.3
227625,0,9207,0.6000000000000001
19650,0,794,2.8000000000000003
47000,0,1894,1.3
200275,0,8103,4.1000000000000005
105375,0,4263,0.6000000000000001
167275,0,6765,2.6
46975,0,1893,0.5
200300,0,8104,1.2000000000000002
167250,0,6764,1.3
19700,0,796,4.800000000000001
80025,0,3236,0.1
105325,0,4261,4.9
47025,0,1895,4.5
227650,0,9208,3.3000000000000003
167375,0,6769,2.9000000000000004
105500,0,4268,4.0
141775,0,5736,2.5
227725,0,9211,0.2
19550,0,790,3.3000000000000003
105475,0,4267,2.1
19625,0,793,2.0
19575,0,791,4.1000000000000005
105450,0,4266,2.9000000000000004
47050,0,1896,4.800000000000001
19600,0,792,0.6000000000000001
167325,0,6767,1.6
226600,0,9166,2.1
80825,0,3268,4.9
142850,0,5780,4.7
46100,0,1858,3.7
20700,0,836,3.0
166425,0,6731,4.2
80850,0,3269,3.1
104400,0,4224,0.5
46075,0,1857,1.8
226550,0,9164,1.0
166400,0,6730,3.7
20750,0,838,2.0
46050,0,1856,0.4
201225,0,8141,1.0
46125,0,1859,1.9
226700,0,9170,1.9
20575,0,831,4.1000000000000005
104525,0,4229,3.3000000000000003
226675,0,9169,4.7
201100,0,8136,3.8
20625,0,833,2.0
46150,0,1860,1.2000000000000002
104475,0,4227,0.2
142800,0,5778,0.8
226625,0,9167,2.7
20650,0,834,2.6
201350,0,8146,1.0
143050,0,5789,1.8
45900,0,1850,4.9
20875,0,843,5.0
166250,0,6724,2.9000000000000004
45875,0,1849,0.4
20950,0,846,3.0
104175,0,4215,3.4000000000000004
143100,0,5791,3.6
20925,0,845,4.800000000000001
226400,0,9158,0.4
166300,0,6726,2.3000000000000003
20775,0,839,4.1000000000000005
201250,0,8142,0.8
80900,0,3271,3.5
104325,0,4221,2.0
226475,0,9161,2.5
201275,0,8143,1.5
166350,0,6728,5.0
142975,0,5786,0.6000000000000001
201300,0,8144,4.5
226425,0,9159,1.1
20850,0,842,4.800000000000001
104275,0,4219,3.9
143000,0,5787,1.5
45950,0,1852,3.7
201325,0,8145,0.7000000000000001
227125,0,9187,0.7000000000000001
166550,0,6736,4.5
104550,0,4230,0.0
200800,0,8124,3.7
20275,0,819,3.9
80500,0,3255,1.5
142475,0,5765,1.7000000000000002
200825,0,8125,1.8
104775,0,4239,0.2
46425,0,1871,0.8
226950,0,9180,0.3
20325,0,821,4.6000000000000005
80550,0,3257,0.2
142525,0,5767,4.2
20300,0,820,3.3000000000000003
46400,0,1870,2.3000000000000003
227025,0,9183,3.3000000000000003
104900,0,4244,2.7
142375,0,5761,4.0
166850,0,6748,4.3
80425,0,3252,0.3
20200,0,816,2.6
200750,0,8122,3.5
104875,0,4243,3.4000000000000004
142400,0,5762,0.7000000000000001
20225,0,817,4.9
46500,0,1874,2.9000000000000004
227075,0,9185,2.2
142725,0,5775,0.4
104625,0,4233,0.4
226800,0,9174,4.7
20475,0,827,3.4000000000000004
226775,0,9173,0.1
201025,0,8133,4.1000000000000005
166575,0,6737,3.1
80700,0,3263,1.4
104575,0,4231,4.6000000000000005
46225,0,1863,4.800000000000001
226725,0,9171,4.6000000000000005
20550,0,830,2.0
226925,0,9179,1.0
226825,0,9175,2.9000000000000004
226900,0,9178,0.0
20375,0,823,1.8
46375,0,1869,4.5
104700,0,4236,1.7000000000000002
142575,0,5769,2.5
226875,0,9177,3.5
20400,0,824,3.7
46350,0,1868,2.7
166675,0,6741,1.7000000000000002
80600,0,3259,4.5
142600,0,5770,1.7000000000000002
20425,0,825,2.4000000000000004
46325,0,1867,1.9
200950,0,8130,4.800000000000001
166650,0,6740,4.3
80625,0,3260,5.0
104650,0,4234,4.1000000000000005
142625,0,5771,3.6
105700,0,4276,2.5
106750,0,4318,2.3000000000000003
140525,0,5685,3.0
199000,0,8052,0.4
168450,0,6812,2.4000000000000004
78825,0,3187,0.5
140550,0,5686,1.6
18225,0,736,4.800000000000001
140575,0,5687,2.2
18250,0,737,2.8000000000000003
140600,0,5688,0.0
229100,0,9266,0.4
48300,0,1946,1.1
229200,0,9270,4.2
18075,0,730,0.4
140425,0,5680,3.3000000000000003
78725,0,3183,1.6
48350,0,1948,3.2
229175,0,9269,0.7000000000000001
18100,0,731,4.4
198975,0,8051,1.9
48325,0,1947,0.0
198950,0,8050,0.9
106800,0,4320,4.9
140475,0,5682,4.9
168500,0,6814,2.2
18150,0,733,1.5
106775,0,4319,3.1
78750,0,3184,0.0
198900,0,8048,0.6000000000000001
48100,0,1938,3.3000000000000003
18400,0,744,2.6
48075,0,1937,2.4000000000000004
199200,0,8060,1.5
18425,0,745,4.9
140700,0,5692,2.8000000000000003
168275,0,6805,1.9
140750,0,5694,1.9
48050,0,1936,0.7000000000000001
228825,0,9255,4.3
140775,0,5695,0.1
48025,0,1935,1.6
18375,0,742,2.4000000000000004
199075,0,8055,1.5
48175,0,1941,1.3
199100,0,8056,4.6000000000000005
140650,0,5690,1.4
228900,0,9258,4.0
228950,0,9260,0.9
48150,0,1940,2.9000000000000004
168325,0,6807,2.1
48125,0,1939,0.4
199150,0,8058,1.5
168575,0,6817,3.2
48650,0,1960,3.3000000000000003
168800,0,6826,2.0
229500,0,9282,0.9
107125,0,4333,4.4
140150,0,5669,0.7000000000000001
48625,0,1959,4.6000000000000005
198650,0,8038,2.8000000000000003
17800,0,719,4.0
107100,0,4332,1.6
48600,0,1958,0.8
17825,0,720,3.1
168750,0,6824,3.1
78525,0,3175,0.7000000000000001
140200,0,5671,2.7
48575,0,1957,3.5
78500,0,3174,4.9
229525,0,9283,0.2
168900,0,6830,0.0
107225,0,4338,4.4
48725,0,1963,2.8000000000000003
17675,0,714,3.3000000000000003
140050,0,5664,1.7000000000000002
78400,0,3170,3.2
229575,0,9285,4.5
17700,0,715,2.5
140075,0,5666,4.2
168850,0,6828,4.800000000000001
17725,0,716,2.6
107175,0,4336,0.8
140100,0,5667,2.6
78450,0,3172,4.9
198575,0,8035,2.6
140225,0,5672,4.3
140325,0,5676,1.4
17975,0,726,1.9
48450,0,1952,3.5
198825,0,8045,1.0
106925,0,4325,2.7
168625,0,6819,0.1
48425,0,1951,3.5
229250,0,9272,3.4000000000000004
168600,0,6818,4.3
78675,0,3181,3.8
48400,0,1950,1.5
198875,0,8047,3.3000000000000003
229225,0,9271,0.1
106875,0,4323,4.9
168650,0,6820,4.5
48550,0,1956,3.6
198725,0,8041,2.5
140250,0,5673,4.3
168700,0,6822,3.2
78575,0,3177,3.5
229375,0,9277,0.3
48475,0,1953,2.9000000000000004
107000,0,4328,1.5
140275,0,5674,0.5
168675,0,6821,1.7000000000000002
106975,0,4327,4.6000000000000005
229325,0,9275,0.5
17950,0,725,2.3000000000000003
198750,0,8042,3.3000000000000003
18475,0,747,0.5
140800,0,5696,0.2
167800,0,6786,0.3
79475,0,3214,3.9
19025,0,769,4.0
47550,0,1916,0.4
167775,0,6785,2.9000000000000004
79500,0,3215,3.9
228225,0,9231,0.8
47525,0,1915,4.6000000000000005
105925,0,4285,1.2000000000000002
79525,0,3216,2.6
228200,0,9230,2.0
19075,0,771,2.3000000000000003
141350,0,5718,2.2
228175,0,9229,2.0
19050,0,770,4.5
47575,0,1917,1.3
47650,0,1920,2.5
199625,0,8077,1.9
141200,0,5712,4.5
79400,0,3211,4.7
228350,0,9236,5.0
199650,0,8078,0.4
141225,0,5713,3.0
79425,0,3212,3.4000000000000004
141250,0,5714,1.1
47600,0,1918,4.800000000000001
228300,0,9234,4.7
18975,0,767,0.9
167825,0,6787,3.1
141275,0,5715,0.4
47375,0,1909,4.6000000000000005
199900,0,8088,2.7
228050,0,9224,3.7
19225,0,777,2.1
141500,0,5725,0.4
228025,0,9223,1.5
141475,0,5724,1.3
105750,0,4278,4.7
79675,0,3222,2.9000000000000004
228000,0,9222,2.4000000000000004
47325,0,1907,2.1
19300,0,780,3.5
105900,0,4284,0.9
167650,0,6780,3.2
47475,0,1913,4.7
228150,0,9228,1.4
167700,0,6782,0.5
79575,0,3218,0.8
199825,0,8085,3.8
105850,0,4282,3.4000000000000004
167675,0,6781,0.5
47425,0,1911,2.8000000000000003
105825,0,4281,0.1
199875,0,8087,4.5
228075,0,9225,0.2
19200,0,776,0.6000000000000001
228375,0,9237,1.9
167900,0,6790,0.0
47925,0,1931,4.1000000000000005
199350,0,8066,1.8
18625,0,753,0.6000000000000001
106325,0,4301,4.2
140950,0,5702,2.9000000000000004
18650,0,754,1.2000000000000002
47875,0,1929,2.8000000000000003
18675,0,755,3.1
79175,0,3202,0.9
47850,0,1928,2.3000000000000003
106375,0,4303,1.8
228750,0,9252,1.4
18525,0,749,2.8000000000000003
79125,0,3200,1.4
47975,0,1933,1.7000000000000002
106425,0,4305,4.7
228725,0,9251,1.1
79100,0,3198,0.9
106400,0,4304,1.9
140875,0,5699,3.1
47950,0,1932,0.1
199325,0,8065,4.4
228700,0,9250,4.3
18575,0,751,4.1000000000000005
199425,0,8069,3.5
79300,0,3207,0.0
106175,0,4295,0.1
18825,0,761,0.8
141125,0,5709,1.5
228475,0,9241,4.5
18850,0,762,4.6000000000000005
141150,0,5710,4.4
228400,0,9238,4.3
199600,0,8076,4.4
106100,0,4292,1.5
141175,0,5711,2.3000000000000003
199575,0,8075,4.5
167975,0,6793,2.2
47750,0,1924,1.6
228575,0,9245,0.5
18700,0,756,4.1000000000000005
79225,0,3204,1.2000000000000002
199450,0,8070,4.4
228550,0,9244,1.4
141025,0,5705,0.8
18750,0,758,0.3
106225,0,4297,2.7
141050,0,5706,2.8000000000000003
199500,0,8072,4.800000000000001
79275,0,3206,0.5
228500,0,9242,3.2
18775,0,759,3.2
141075,0,5707,4.0
132800,0,5374,0.0
9875,0,401,3.8
132825,0,5375,4.2
114425,0,4630,3.3000000000000003
191800,0,7762,2.8000000000000003
9925,0,403,2.0
55450,0,2233,4.2
191825,0,7763,0.1
191750,0,7760,1.4
55525,0,2237,2.9000000000000004
175200,0,7084,3.9
175275,0,7087,3.1
72000,0,2911,2.6
237500,0,9605,4.800000000000001
9775,0,397,3.8
191675,0,7757,4.3
114550,0,4635,2.4000000000000004
175250,0,7086,1.9
237475,0,9604,0.4
55575,0,2239,4.0
114525,0,4634,2.9000000000000004
132750,0,5372,4.9
175225,0,7085,1.9
72050,0,2913,1.5
9825,0,399,4.2
55550,0,2238,2.8000000000000003
191725,0,7759,2.3000000000000003
191700,0,7758,4.800000000000001
175125,0,7081,0.4
72150,0,2917,0.7000000000000001
114375,0,4627,4.2
237200,0,9593,2.4000000000000004
10075,0,409,2.5
114275,0,4623,1.0
133000,0,5382,2.9000000000000004
237175,0,9592,2.8000000000000003
10100,0,410,3.7
175000,0,7076,0.2
133025,0,5383,2.4000000000000004
191975,0,7769,1.9
10125,0,411,0.4
174975,0,7075,1.2000000000000002
133050,0,5384,0.2
237125,0,9590,1.1
55300,0,2227,1.1
132700,0,5370,3.8
132975,0,5381,0.4
237300,0,9597,3.0
191850,0,7764,2.7
72175,0,2918,3.5
237275,0,9596,1.7000000000000002
10000,0,406,3.2
191875,0,7765,0.2
114350,0,4626,4.1000000000000005
132925,0,5379,4.2
72200,0,2919,2.7
237250,0,9595,0.0
10025,0,407,3.4000000000000004
55375,0,2230,4.2
132950,0,5380,0.7000000000000001
175050,0,7078,4.3
114300,0,4624,0.7000000000000001
175075,0,7079,0.7000000000000001
237525,0,9606,4.7
71750,0,2901,0.9
114850,0,4647,4.6000000000000005
132425,0,5359,2.6
9475,0,385,2.8000000000000003
175500,0,7097,0.2
55850,0,2250,1.3
132450,0,5360,0.3
237775,0,9616,4.1000000000000005
114800,0,4645,1.9
132475,0,5361,4.6000000000000005
71800,0,2903,1.4
55800,0,2248,0.2
114875,0,4648,2.8000000000000003
175600,0,7101,4.9
71675,0,2898,0.7000000000000001
191325,0,7743,3.7
114925,0,4650,0.7000000000000001
132350,0,5356,0.8
132400,0,5358,1.2000000000000002
175575,0,7100,2.9000000000000004
191350,0,7744,3.0
114900,0,4649,1.1
132375,0,5357,4.7
175550,0,7099,0.6000000000000001
71725,0,2900,3.0
237850,0,9619,1.7000000000000002
9425,0,383,1.8
191475,0,7749,0.3
